"","X1","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids","hbcu"
"1630",17457,444486,2017,"North Carolina","03777300","PAUL MITCHELL THE SCHOOL GASTONIA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1631",17458,444486,2017,"North Carolina","03777300","PAUL MITCHELL THE SCHOOL GASTONIA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1632",17459,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1633",17460,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",130,371,176,594915,592915,130,371,176,594915,592915,"No","No",NA,"No"
"1634",17461,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","Direct Loan Parent PLUS",3,11,4,15537,15537,3,11,4,15537,15537,"No","No",NA,"No"
"1635",17462,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1636",17463,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1637",17464,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1638",17465,444714,2017,"Georgia","03804400","GWINNETT COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1639",17466,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1640",17467,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","Unsubsidized Direct Loan&ndash,Undergraduate",44,103,54,183659,183659,44,103,54,183659,183659,"No","No",NA,"No"
"1641",17468,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1642",17469,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1643",17470,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1644",17471,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1645",17472,444778,2017,"North Carolina","03827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1646",17473,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1647",17474,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","Unsubsidized Direct Loan&ndash,Undergraduate",159,298,170,742178,739178,159,298,170,742178,739178,"No","No",NA,"No"
"1648",17475,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","Direct Loan Parent PLUS",12,23,12,64748,64748,12,23,12,64748,64748,"No","No",NA,"No"
"1649",17476,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1650",17477,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1651",17478,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1652",17479,444796,2017,"Georgia","03812300","OMNITECH INSTITUTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1653",17480,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1654",17481,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",197,370,220,870648,870648,197,370,220,870648,870648,"No","No",NA,"No"
"1655",17482,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1656",17483,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1657",17484,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1658",17485,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1659",17486,444893,2017,"District of Columbia","03750300","PROSPECT COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1660",17487,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1661",17488,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",3234,6831,3818,11698409,11698409,3234,6831,3818,11698409,11698409,"No","No",NA,"No"
"1662",17489,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","Direct Loan Parent PLUS",688,1424,766,6346973,6346973,688,1424,766,6346973,6346973,"No","No",NA,"No"
"1663",17490,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1664",17491,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1665",17492,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1666",17493,447689,2017,"Georgia","04142900","GEORGIA GWINNETT COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1667",17494,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1668",17495,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","Unsubsidized Direct Loan&ndash,Undergraduate",20,41,22,64010,64010,20,41,22,64010,64010,"No","No",NA,"No"
"1669",17496,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1670",17497,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1671",17498,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1672",17499,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1673",17500,447917,2017,"Georgia","04021300","AUGUSTA SCHOOL OF MASSAGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1674",17501,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1675",17502,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",102,212,115,529385,529385,102,212,115,529385,529385,"No","No",NA,"No"
"1676",17503,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1677",17504,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1678",17505,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1679",17506,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1680",17507,449348,2017,"Alabama","03894300","HUNTSVILLE BIBLE COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1681",17508,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1682",17509,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",5933,21332,8211,31241072,31241072,5933,21332,8211,31241073,31241073,"No","No",NA,"No"
"1683",17510,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","Direct Loan Parent PLUS",1,3,1,7659,7659,1,3,1,7659,7659,"No","No",NA,"No"
"1684",17511,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1685",17512,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1686",17513,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1687",17514,450933,2017,"Alabama","04121500","COLUMBIA SOUTHERN UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1688",17515,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1689",17516,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","Unsubsidized Direct Loan&ndash,Undergraduate",279,618,324,1484970,1484970,279,618,324,1484970,1484970,"No","No",NA,"No"
"1690",17517,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","Direct Loan Parent PLUS",31,70,36,268257,268257,31,70,36,268257,268257,"No","No",NA,"No"
"1691",17518,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1692",17519,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1693",17520,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1694",17521,451352,2017,"North Carolina","03555300","SOUTHEASTERN INSTITUTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1695",17522,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1696",17523,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","Unsubsidized Direct Loan&ndash,Undergraduate",237,549,279,989442,989442,237,549,279,989442,989442,"No","No",NA,"No"
"1697",17524,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","Direct Loan Parent PLUS",19,39,21,157051,157051,19,39,21,157051,157051,"No","No",NA,"No"
"1698",17525,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1699",17526,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1700",17527,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1701",17528,454607,2017,"Georgia","02577000","PAUL MITCHELL THE SCHOOL - ESANI","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1702",17529,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1703",17530,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","Unsubsidized Direct Loan&ndash,Undergraduate",109,241,127,448412,448412,109,241,127,448412,448412,"No","No",NA,"No"
"1704",17531,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","Direct Loan Parent PLUS",9,17,9,62650,62650,9,17,9,62650,62650,"No","No",NA,"No"
"1705",17532,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1706",17533,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1707",17534,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1708",17535,454652,2017,"Alabama","04149200","XCELL ACADEMY A PAUL MITCHELL SCHOOL","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1709",17536,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1710",17537,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","Unsubsidized Direct Loan&ndash,Undergraduate",169,359,197,673676,673676,169,359,197,673676,673676,"No","No",NA,"No"
"1711",17538,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","Direct Loan Parent PLUS",31,57,31,253971,253971,31,57,31,253971,253971,"No","No",NA,"No"
"1712",17539,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1713",17540,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1714",17541,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1715",17542,454926,2017,"Georgia","04147000","PAUL MITCHELL THE SCHOOL ATLANTA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1716",17543,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1717",17544,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","Unsubsidized Direct Loan&ndash,Undergraduate",191,438,234,803571,803571,191,438,234,803571,803571,"No","No",NA,"No"
"1718",17545,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","Direct Loan Parent PLUS",49,98,52,516577,516577,49,98,52,516577,516577,"No","No",NA,"No"
"1719",17546,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1720",17547,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1721",17548,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1722",17549,455141,2017,"North Carolina","04140700","AVEDA INSTITUTE CHAPEL HILL","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1723",17550,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1724",17551,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","Unsubsidized Direct Loan&ndash,Undergraduate",3,6,3,18750,18750,3,6,3,18750,18750,"No","No",NA,"No"
"1725",17552,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1726",17553,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1727",17554,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1728",17555,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1729",17556,455178,2017,"North Carolina","04146400","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1730",17557,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1731",17558,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","Unsubsidized Direct Loan&ndash,Undergraduate",41,108,55,275432,275432,41,108,55,275432,275432,"No","No",NA,"No"
"1732",17559,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","Direct Loan Parent PLUS",2,4,2,15693,15693,2,4,2,15693,15693,"No","No",NA,"No"
"1733",17560,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1734",17561,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1735",17562,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1736",17563,455707,2017,"Alabama","04066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1737",17564,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1738",17565,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","Unsubsidized Direct Loan&ndash,Undergraduate",1,1,1,10250,10250,1,1,1,10250,10250,"No","No",NA,"No"
"1739",17566,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1740",17567,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1741",17568,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1742",17569,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1743",17570,455804,2017,"District of Columbia","04114400","INSTITUTE OF WORLD POLITICS (THE)","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1744",17571,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1745",17572,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","Unsubsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1746",17573,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1747",17574,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1748",17575,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1749",17576,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1750",17577,455813,2017,"District of Columbia","04142700","PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1751",17578,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1752",17579,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","Unsubsidized Direct Loan&ndash,Undergraduate",75,132,75,341371,341371,75,132,75,341371,341371,"No","No",NA,"No"
"1753",17580,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","Direct Loan Parent PLUS",4,8,4,30158,30158,4,8,4,30158,30158,"No","No",NA,"No"
"1754",17581,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1755",17582,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1756",17583,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1757",17584,455840,2017,"Georgia","04147700","LAKE LANIER SCHOOL OF MASSAGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
