"","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids"
"13809",101143,2016,"Alabama","00101500","Enterprise State Community College","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13810",101143,2016,"Alabama","00101500","Enterprise State Community College","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13811",101143,2016,"Alabama","00101500","Enterprise State Community College","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13812",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13813",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1419,2572,1424,4853348,4853348,1419,2572,1424,4853348,4853348,"No","No",""
"13814",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","Direct Loan Parent PLUS",76,145,76,383094,383094,76,145,76,383094,383094,"No","No",""
"13815",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13816",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13817",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13818",101161,2016,"Alabama","00106000","COASTAL ALABAMA COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13819",101189,2016,"Alabama","00100300","Faulkner University","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13820",101189,2016,"Alabama","00100300","Faulkner University","Unsubsidized Direct Loan&ndash,Undergraduate",1766,6015,2829,7891635,7891635,1766,6015,2829,7891635,7891635,"No","No",""
"13821",101189,2016,"Alabama","00100300","Faulkner University","Direct Loan Parent PLUS",246,542,277,2203308,2203308,246,542,277,2203308,2203308,"No","No",""
"13822",101189,2016,"Alabama","00100300","Faulkner University","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13823",101189,2016,"Alabama","00100300","Faulkner University","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13824",101189,2016,"Alabama","00100300","Faulkner University","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13825",101189,2016,"Alabama","00100300","Faulkner University","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13826",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13827",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","Unsubsidized Direct Loan&ndash,Undergraduate",54,109,59,172497,172497,54,109,59,172497,172497,"No","No",""
"13828",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"13829",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13830",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13831",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13832",101277,2016,"Alabama","04187200","New Beginning College of Cosmetology","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13833",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13834",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Unsubsidized Direct Loan&ndash,Undergraduate",1558,2866,1641,6255907,6255907,1558,2866,1641,6255907,6255907,"No","No",""
"13835",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Direct Loan Parent PLUS",14,34,18,104309,104309,14,34,18,104309,104309,"No","No",""
"13836",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13837",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13838",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13839",101295,2016,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13840",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13841",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",816,1782,935,3349211,3349211,816,1782,935,3349211,3349211,"No","No",""
"13842",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","Direct Loan Parent PLUS",216,404,218,2306898,2306898,216,404,218,2306898,2306898,"No","No",""
"13843",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13844",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13845",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13846",101435,2016,"Alabama","00101900","HUNTINGDON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13847",101453,2016,"Alabama","02199700","Heritage Christian University","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13848",101453,2016,"Alabama","02199700","Heritage Christian University","Unsubsidized Direct Loan&ndash,Undergraduate",1,4,2,2305,2305,1,4,2,2305,2305,"No","No",""
"13849",101453,2016,"Alabama","02199700","Heritage Christian University","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"13850",101453,2016,"Alabama","02199700","Heritage Christian University","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13851",101453,2016,"Alabama","02199700","Heritage Christian University","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13852",101453,2016,"Alabama","02199700","Heritage Christian University","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13853",101453,2016,"Alabama","02199700","Heritage Christian University","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13854",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13855",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",3346,6267,3627,13122627,13122627,3346,6267,3627,13122627,13122627,"No","No",""
"13856",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Direct Loan Parent PLUS",386,717,423,3430461,3430461,386,717,423,3430461,3430461,"No","No",""
"13857",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13858",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13859",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13860",101480,2016,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13861",101505,2016,"Alabama","00102200","Jefferson State Community College","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13862",101505,2016,"Alabama","00102200","Jefferson State Community College","Unsubsidized Direct Loan&ndash,Undergraduate",1057,1957,1156,2629048,2629048,1057,1957,1156,2629048,2629048,"No","No",""
"13863",101505,2016,"Alabama","00102200","Jefferson State Community College","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"13864",101505,2016,"Alabama","00102200","Jefferson State Community College","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13865",101505,2016,"Alabama","00102200","Jefferson State Community College","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13866",101505,2016,"Alabama","00102200","Jefferson State Community College","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13867",101505,2016,"Alabama","00102200","Jefferson State Community College","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13868",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13869",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",2138,3576,2160,7007671,7007671,2138,3576,2160,7007671,7007671,"No","No",""
"13870",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Direct Loan Parent PLUS",17,30,17,59640,59640,17,30,17,59640,59640,"No","No",""
"13871",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13872",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13873",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13874",101514,2016,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13875",101541,2016,"Alabama","00102300","JUDSON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13876",101541,2016,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",265,474,290,1006153,1006153,265,474,290,1006153,1006153,"No","No",""
"13877",101541,2016,"Alabama","00102300","JUDSON COLLEGE","Direct Loan Parent PLUS",57,110,68,516143,516143,57,110,68,516143,516143,"No","No",""
"13878",101541,2016,"Alabama","00102300","JUDSON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13879",101541,2016,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13880",101541,2016,"Alabama","00102300","JUDSON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13881",101541,2016,"Alabama","00102300","JUDSON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13882",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13883",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",1334,2680,1552,4947129,4947129,1334,2680,1552,4947129,4947129,"No","No",""
"13884",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Direct Loan Parent PLUS",412,789,474,4388860,4388860,412,789,474,4388860,4388860,"No","No",""
"13885",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13886",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13887",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13888",101587,2016,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13889",101648,2016,"Alabama","00102600","Marion Military Institute","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13890",101648,2016,"Alabama","00102600","Marion Military Institute","Unsubsidized Direct Loan&ndash,Undergraduate",197,492,326,639752,639752,197,492,326,639752,639752,"No","No",""
"13891",101648,2016,"Alabama","00102600","Marion Military Institute","Direct Loan Parent PLUS",49,107,69,296235,296235,49,107,69,296235,296235,"No","No",""
"13892",101648,2016,"Alabama","00102600","Marion Military Institute","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13893",101648,2016,"Alabama","00102600","Marion Military Institute","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13894",101648,2016,"Alabama","00102600","Marion Military Institute","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13895",101648,2016,"Alabama","00102600","Marion Military Institute","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13896",101675,2016,"Alabama","00102800","MILES COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13897",101675,2016,"Alabama","00102800","MILES COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1760,4185,2295,5928790,5928790,1760,4185,2295,5928790,5928790,"No","No",""
"13898",101675,2016,"Alabama","00102800","MILES COLLEGE","Direct Loan Parent PLUS",525,1112,596,3928913,3928913,525,1112,596,3928913,3928913,"No","No",""
"13899",101675,2016,"Alabama","00102800","MILES COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13900",101675,2016,"Alabama","00102800","MILES COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13901",101675,2016,"Alabama","00102800","MILES COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13902",101675,2016,"Alabama","00102800","MILES COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13903",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13904",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Direct Loan&ndash,Undergraduate",999,2064,1105,4048470,4048470,999,2064,1105,4048470,4048470,"No","No",""
"13905",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","Direct Loan Parent PLUS",187,407,207,2361997,2361997,187,407,207,2361997,2361997,"No","No",""
"13906",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13907",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13908",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13909",101693,2016,"Alabama","00102900","UNIVERSITY OF MOBILE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13910",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13911",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Direct Loan&ndash,Undergraduate",1280,2615,1415,4919421,4919421,1280,2615,1415,4919421,4919421,"No","No",""
"13912",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Direct Loan Parent PLUS",236,540,290,2524430,2524430,236,540,290,2524430,2524430,"No","No",""
"13913",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13914",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13915",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13916",101709,2016,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13917",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13918",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",797,1436,867,3056855,3056855,797,1436,867,3056855,3056855,"No","No",""
"13919",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Direct Loan Parent PLUS",2,3,2,8528,8528,2,3,2,8528,8528,"No","No",""
"13920",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13921",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13922",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13923",101736,2016,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13924",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13925",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",2808,5734,3075,10773069,10773069,2808,5734,3075,10773069,10773069,"No","No",""
"13926",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Direct Loan Parent PLUS",496,1009,533,4610987,4610987,496,1009,533,4610987,4610987,"No","No",""
"13927",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13928",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13929",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13930",101879,2016,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13931",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13932",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",181,443,230,441742,441742,181,443,230,441742,441742,"No","No",""
"13933",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"13934",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13935",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13936",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13937",101897,2016,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13938",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13939",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1263,2769,1472,4742012,4742012,1263,2769,1472,4742012,4742012,"No","No",""
"13940",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","Direct Loan Parent PLUS",334,665,346,4746655,4746655,334,665,346,4746655,4746655,"No","No",""
"13941",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13942",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13943",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13944",101912,2016,"Alabama","00103300","OAKWOOD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13945",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13946",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1026,1921,1041,4184595,4184595,1026,1921,1041,4184595,4184595,"No","No",""
"13947",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","Direct Loan Parent PLUS",333,673,395,6792872,6792872,333,673,395,6792872,6792872,"No","No",""
"13948",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13949",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13950",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13951",102049,2016,"Alabama","00103600","SAMFORD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13952",102058,2016,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13953",102058,2016,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",335,777,453,1096457,1056070,335,777,453,1096457,1056070,"No","No",""
"13954",102058,2016,"Alabama","04067300","SELMA UNIVERSITY","Direct Loan Parent PLUS",21,39,22,96830,90030,21,39,22,96830,90030,"No","No",""
"13955",102058,2016,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13956",102058,2016,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"13957",102058,2016,"Alabama","04067300","SELMA UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
